,customer_id,gender,is_senior_citizen,partner,dependents,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,churn,tenure_months,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,partner_dependents,start_date,avg_montly_charge,monthly_rate_validation,contract_type.1,phone_service.1,internet_service.1,tenure_month_ages,Phone,Internet,Services
210,0325-XBFAC,Male,No,No,No,1,2,0,Electronic check,$94.70,$740.30,Yes,7.82,False,True,True,True,True,0,2020-12-01,$94.70,TRUE,Month-to-Month,One Line,Fiber Optic,8,False,False,Phone and Internet
213,0328-GRPMV,Female,No,No,No,1,2,0,Electronic check,$70.10,$70.10,Yes,1.0,True,True,True,True,True,0,2021-06-26,$70.10,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
214,0329-GTIAJ,Female,No,No,No,1,2,0,Electronic check,$97.90,$315.30,Yes,3.22,True,True,True,True,True,0,2021-04-20,$97.90,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
216,0330-IVZHA,Female,No,Yes,No,1,2,0,Electronic check,$69.95,$330.15,Yes,4.72,True,True,True,True,True,1,2021-03-05,$69.95,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
217,0334-GDDSO,Male,Yes,No,No,2,2,0,Electronic check,$81.35,$233.70,Yes,2.87,False,True,True,True,True,0,2021-04-30,$81.35,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
221,0337-CNPZE,Female,No,No,No,2,2,0,Electronic check,$106.30,"$4,443.45",Yes,41.8,True,True,True,True,True,0,2018-02-01,$106.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,42,False,False,Phone and Internet
223,0345-HKJVM,Female,No,No,No,1,2,0,Electronic check,$89.30,$577.60,Yes,6.47,True,True,True,True,True,0,2021-01-11,$89.30,TRUE,Month-to-Month,One Line,Fiber Optic,6,False,False,Phone and Internet
225,0347-UBKUZ,Female,No,No,No,1,0,0,Mailed check,$19.90,$320.45,No,16.1,True,False,True,False,False,0,2020-03-24,$19.90,TRUE,Month-to-Month,One Line,No Internet Service,16,True,False,Phone
226,0348-SDKOL,Female,No,Yes,No,2,2,0,Credit card (automatic),$102.10,"$5,885.40",Yes,57.64,True,True,True,True,True,1,2016-10-07,$102.10,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,58,False,False,Phone and Internet
228,0354-WYROK,Female,Yes,Yes,Yes,1,2,0,Electronic check,$98.90,"$2,911.30",Yes,29.44,True,True,True,True,True,3,2019-02-12,$98.90,TRUE,Month-to-Month,One Line,Fiber Optic,29,False,False,Phone and Internet
229,0356-ERHVT,Male,No,Yes,No,1,1,0,Bank transfer (automatic),$45.90,$521.90,No,11.37,False,False,True,True,True,1,2020-08-15,$45.90,TRUE,Month-to-Month,One Line,DSL,11,False,False,Phone and Internet
231,0357-NVCRI,Female,No,No,Yes,1,0,0,Credit card (automatic),$20.05,$471.70,No,23.53,True,False,True,False,False,2,2019-08-11,$20.05,TRUE,Month-to-Month,One Line,No Internet Service,24,True,False,Phone
234,0362-ZBZWJ,Male,No,No,No,2,2,0,Electronic check,$84.90,"$3,067.20",Yes,36.13,False,True,True,True,True,0,2018-07-24,$84.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,36,False,False,Phone and Internet
235,0363-QJVFX,Male,No,No,No,2,2,0,Credit card (automatic),$108.15,"$3,432.90",Yes,31.74,False,True,True,True,True,0,2018-12-04,$108.15,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,32,False,False,Phone and Internet
237,0365-BZUWY,Male,No,Yes,No,2,2,0,Electronic check,$102.55,"$1,742.50",No,16.99,False,False,True,True,True,1,2020-02-26,$102.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,17,False,False,Phone and Internet
238,0365-GXEZS,Male,No,Yes,No,1,2,0,Electronic check,$78.20,"$1,468.75",No,18.78,False,False,True,True,True,1,2020-01-02,$78.20,TRUE,Month-to-Month,One Line,Fiber Optic,19,False,False,Phone and Internet
239,0365-TRTPY,Female,No,No,No,2,2,0,Bank transfer (automatic),$91.20,"$3,382.30",No,37.09,True,False,True,True,True,0,2018-06-24,$91.20,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,37,False,False,Phone and Internet
240,0366-NQSHS,Male,No,No,No,1,0,0,Mailed check,$19.35,$46.35,No,2.4,False,False,True,False,False,0,2021-05-15,$19.35,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
243,0374-AACSZ,Female,No,No,No,1,1,0,Electronic check,$50.15,$50.15,No,1.0,True,False,True,True,True,0,2021-06-26,$50.15,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
245,0374-IOEGQ,Female,No,No,No,1,1,0,Electronic check,$44.60,$122.70,No,2.75,True,False,True,True,True,0,2021-05-04,$44.60,TRUE,Month-to-Month,One Line,DSL,3,False,False,Phone and Internet
246,0375-HVGXO,Female,No,No,No,0,1,0,Electronic check,$34.70,$34.70,Yes,1.0,True,True,False,True,False,0,2021-06-26,$34.70,TRUE,Month-to-Month,No Phone Service,DSL,1,False,True,Internet
247,0376-OIWME,Male,No,Yes,No,1,2,0,Electronic check,$93.60,"$3,366.05",No,35.96,False,False,True,True,True,1,2018-07-29,$93.60,TRUE,Month-to-Month,One Line,Fiber Optic,36,False,False,Phone and Internet
248,0376-YMCJC,Male,No,No,No,2,2,0,Electronic check,$90.60,"$1,943.20",Yes,21.45,False,True,True,True,True,0,2019-10-13,$90.60,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,21,False,False,Phone and Internet
249,0377-JBKKT,Male,No,Yes,Yes,1,1,0,Mailed check,$57.95,"$1,271.80",No,21.95,False,False,True,True,True,3,2019-09-28,$57.95,TRUE,Month-to-Month,One Line,DSL,22,False,False,Phone and Internet
251,0378-NHQXU,Female,No,Yes,Yes,2,2,0,Electronic check,$88.25,"$1,460.65",Yes,16.55,True,True,True,True,True,3,2020-03-10,$88.25,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,17,False,False,Phone and Internet
252,0378-TOVMS,Female,No,No,No,1,2,0,Electronic check,$85.80,$272.20,Yes,3.17,True,True,True,True,True,0,2021-04-21,$85.80,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
256,0380-ZCSBI,Male,No,No,No,1,0,0,Credit card (automatic),$20.00,$198.70,No,9.94,False,False,True,False,False,0,2020-09-27,$20.00,TRUE,Month-to-Month,One Line,No Internet Service,10,True,False,Phone
259,0384-RVBPI,Male,No,No,No,1,1,0,Credit card (automatic),$64.40,"$1,398.60",No,21.72,False,False,True,True,True,0,2019-10-05,$64.40,TRUE,Month-to-Month,One Line,DSL,22,False,False,Phone and Internet
261,0388-EOPEX,Female,No,Yes,No,1,2,0,Electronic check,$74.40,$139.40,Yes,1.87,True,True,True,True,True,1,2021-05-31,$74.40,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
262,0390-DCFDQ,Female,Yes,Yes,No,1,2,0,Mailed check,$70.45,$70.45,Yes,1.0,True,True,True,True,True,1,2021-06-26,$70.45,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
265,0396-HUJBP,Female,No,No,No,1,0,0,Mailed check,$19.30,$44.40,No,2.3,True,False,True,False,False,0,2021-05-18,$19.30,TRUE,Month-to-Month,One Line,No Internet Service,2,True,False,Phone
266,0396-UKGAI,Male,No,No,Yes,1,1,0,Bank transfer (automatic),$55.30,"$1,284.20",No,23.22,False,False,True,True,True,2,2019-08-20,$55.30,TRUE,Month-to-Month,One Line,DSL,23,False,False,Phone and Internet
267,0396-YCHWO,Male,No,Yes,No,2,2,0,Electronic check,$95.40,"$3,474.20",No,36.42,False,False,True,True,True,1,2018-07-15,$95.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,36,False,False,Phone and Internet
268,0397-GZBBC,Male,Yes,Yes,No,2,2,0,Bank transfer (automatic),$93.85,"$5,574.75",Yes,59.4,False,True,True,True,True,1,2016-08-15,$93.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,59,False,False,Phone and Internet
271,0402-CQAJN,Female,No,No,No,2,2,0,Bank transfer (automatic),$101.90,"$3,545.35",Yes,34.79,True,True,True,True,True,0,2018-09-02,$101.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,35,False,False,Phone and Internet
274,0404-SWRVG,Male,No,No,No,2,2,0,Electronic check,$74.40,$229.55,Yes,3.09,False,True,True,True,True,0,2021-04-24,$74.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,3,False,False,Phone and Internet
276,0407-BDJKB,Male,No,Yes,No,2,2,0,Electronic check,$95.75,"$5,742.90",Yes,59.98,False,True,True,True,True,1,2016-07-28,$95.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,60,False,False,Phone and Internet
278,0410-IPFTY,Female,No,Yes,No,1,2,0,Bank transfer (automatic),$83.85,"$2,674.15",No,31.89,True,False,True,True,True,1,2018-11-29,$83.85,TRUE,Month-to-Month,One Line,Fiber Optic,32,False,False,Phone and Internet
279,0411-EZJZE,Female,No,No,No,2,1,0,Electronic check,$60.25,$170.50,No,2.83,True,False,True,True,True,0,2021-05-01,$60.25,TRUE,Month-to-Month,Two or More Lines,DSL,3,False,False,Phone and Internet
281,0415-MOSGF,Female,No,No,No,1,1,0,Mailed check,$44.40,$44.40,Yes,1.0,True,True,True,True,True,0,2021-06-26,$44.40,TRUE,Month-to-Month,One Line,DSL,1,False,False,Phone and Internet
282,0419-YAAPX,Male,No,Yes,No,1,2,0,Credit card (automatic),$85.30,"$4,297.95",No,50.39,False,False,True,True,True,1,2017-05-16,$85.30,TRUE,Month-to-Month,One Line,Fiber Optic,50,False,False,Phone and Internet
283,0420-BWTPW,Male,No,No,Yes,0,1,0,Mailed check,$25.50,$215.20,Yes,8.44,False,True,False,True,False,2,2020-11-12,$25.50,TRUE,Month-to-Month,No Phone Service,DSL,8,False,True,Internet
284,0420-HLGXF,Female,Yes,No,No,2,2,0,Electronic check,$99.75,"$4,036.00",No,40.46,True,False,True,True,True,0,2018-03-14,$99.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,40,False,False,Phone and Internet
288,0423-UDIJQ,Male,Yes,No,No,1,1,0,Mailed check,$49.20,$447.90,No,9.1,False,False,True,True,True,0,2020-10-23,$49.20,TRUE,Month-to-Month,One Line,DSL,9,False,False,Phone and Internet
289,0426-TIRNE,Female,No,No,No,1,0,0,Mailed check,$20.90,$20.90,Yes,1.0,True,True,True,False,False,0,2021-06-26,$20.90,TRUE,Month-to-Month,One Line,No Internet Service,1,True,False,Phone
291,0428-IKYCP,Male,No,Yes,No,1,2,0,Bank transfer (automatic),$87.00,"$1,850.65",No,21.27,False,False,True,True,True,1,2019-10-18,$87.00,TRUE,Month-to-Month,One Line,Fiber Optic,21,False,False,Phone and Internet
292,0430-IHCDJ,Male,No,No,No,2,1,0,Electronic check,$49.00,$749.25,No,15.29,False,False,True,True,True,0,2020-04-17,$49.00,TRUE,Month-to-Month,Two or More Lines,DSL,15,False,False,Phone and Internet
294,0432-CAJZV,Male,No,No,No,1,2,0,Mailed check,$90.70,$237.65,No,2.62,False,False,True,True,True,0,2021-05-08,$90.70,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
295,0434-CSFON,Female,No,Yes,No,2,2,0,Electronic check,$100.50,"$4,707.10",No,46.84,True,False,True,True,True,1,2017-09-01,$100.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,47,False,False,Phone and Internet
297,0439-IFYUN,Female,Yes,No,No,1,2,0,Electronic check,$74.70,"$1,294.60",No,17.33,True,False,True,True,True,0,2020-02-15,$74.70,TRUE,Month-to-Month,One Line,Fiber Optic,17,False,False,Phone and Internet
300,0440-QEXBZ,Female,No,No,No,2,1,0,Mailed check,$50.15,"$2,139.10",No,42.65,True,False,True,True,True,0,2018-01-06,$50.15,TRUE,Month-to-Month,Two or More Lines,DSL,43,False,False,Phone and Internet
304,0447-BEMNG,Female,No,Yes,No,0,1,0,Bank transfer (automatic),$45.30,"$2,145.00",Yes,47.35,True,True,False,True,False,1,2017-08-16,$45.30,TRUE,Month-to-Month,No Phone Service,DSL,47,False,True,Internet
305,0447-RXSGD,Male,No,No,No,2,2,0,Bank transfer (automatic),$99.65,"$2,404.85",No,24.13,False,False,True,True,True,0,2019-07-23,$99.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,24,False,False,Phone and Internet
308,0455-XFASS,Female,No,Yes,Yes,1,2,0,Electronic check,$69.55,$200.20,No,2.88,True,False,True,True,True,3,2021-04-30,$69.55,TRUE,Month-to-Month,One Line,Fiber Optic,3,False,False,Phone and Internet
311,0461-CVKMU,Female,No,Yes,Yes,1,2,0,Electronic check,$83.80,"$1,900.25",Yes,22.68,True,True,True,True,True,3,2019-09-06,$83.80,TRUE,Month-to-Month,One Line,Fiber Optic,23,False,False,Phone and Internet
313,0463-WZZKO,Male,No,No,No,1,0,0,Credit card (automatic),$20.75,$67.10,No,3.23,False,False,True,False,False,0,2021-04-19,$20.75,TRUE,Month-to-Month,One Line,No Internet Service,3,True,False,Phone
314,0463-ZSDNT,Male,No,No,No,1,1,0,Bank transfer (automatic),$56.75,$503.25,No,8.87,False,False,True,True,True,0,2020-10-30,$56.75,TRUE,Month-to-Month,One Line,DSL,9,False,False,Phone and Internet
316,0468-YRPXN,Male,No,No,No,1,2,0,Credit card (automatic),$98.80,"$2,807.10",No,28.41,False,False,True,True,True,0,2019-03-15,$98.80,TRUE,Month-to-Month,One Line,Fiber Optic,28,False,False,Phone and Internet
319,0475-RIJEP,Male,No,No,No,2,2,0,Electronic check,$77.85,"$3,365.85",Yes,43.24,False,True,True,True,True,0,2017-12-19,$77.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,43,False,False,Phone and Internet
321,0480-BIXDE,Female,No,Yes,No,1,2,0,Electronic check,$96.80,"$1,743.05",No,18.01,True,False,True,True,True,1,2020-01-26,$96.80,TRUE,Month-to-Month,One Line,Fiber Optic,18,False,False,Phone and Internet
325,0484-JPBRU,Male,No,No,No,2,0,0,Bank transfer (automatic),$25.25,$996.45,No,39.46,False,False,True,False,False,0,2018-04-13,$25.25,TRUE,Month-to-Month,Two or More Lines,No Internet Service,39,True,False,Phone
327,0486-HECZI,Male,No,Yes,No,2,2,0,Electronic check,$96.75,"$5,238.90",Yes,54.15,False,True,True,True,True,1,2017-01-21,$96.75,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,54,False,False,Phone and Internet
330,0487-RPVUM,Male,No,Yes,No,2,2,0,Bank transfer (automatic),$99.40,"$5,943.65",No,59.8,False,False,True,True,True,1,2016-08-03,$99.40,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,60,False,False,Phone and Internet
331,0487-VVUVK,Male,No,Yes,Yes,1,0,0,Mailed check,$19.15,$477.60,No,24.94,False,False,True,False,False,3,2019-06-29,$19.15,TRUE,Month-to-Month,One Line,No Internet Service,25,True,False,Phone
332,0488-GSLFR,Female,No,No,No,1,2,0,Electronic check,$69.50,$69.50,Yes,1.0,True,True,True,True,True,0,2021-06-26,$69.50,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
334,0491-KAPQG,Male,No,No,No,2,2,0,Electronic check,$73.70,"$1,558.70",No,21.15,False,False,True,True,True,0,2019-10-22,$73.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,21,False,False,Phone and Internet
335,0495-RVCBF,Female,No,No,No,1,2,0,Electronic check,$79.70,$79.70,Yes,1.0,True,True,True,True,True,0,2021-06-26,$79.70,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
336,0495-ZBNGW,Male,Yes,Yes,No,2,2,0,Bank transfer (automatic),$79.90,$343.95,Yes,4.3,False,True,True,True,True,1,2021-03-18,$79.90,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,4,False,False,Phone and Internet
338,0504-HHAPI,Female,Yes,No,No,2,2,0,Credit card (automatic),$88.30,"$2,467.75",Yes,27.95,True,True,True,True,True,0,2019-03-29,$88.30,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,28,False,False,Phone and Internet
340,0506-LVNGN,Female,Yes,No,No,1,2,0,Credit card (automatic),$75.55,$349.65,Yes,4.63,True,True,True,True,True,0,2021-03-08,$75.55,TRUE,Month-to-Month,One Line,Fiber Optic,5,False,False,Phone and Internet
342,0508-OOLTO,Female,No,Yes,Yes,1,2,0,Electronic check,$71.65,$135.75,No,1.89,True,False,True,True,True,3,2021-05-30,$71.65,TRUE,Month-to-Month,One Line,Fiber Optic,2,False,False,Phone and Internet
344,0511-JTEOY,Female,No,No,No,1,2,0,Mailed check,$71.10,$71.10,Yes,1.0,True,True,True,True,True,0,2021-06-26,$71.10,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
347,0515-YPMCW,Male,No,No,Yes,1,2,0,Mailed check,$70.45,$70.45,Yes,1.0,False,True,True,True,True,2,2021-06-26,$70.45,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
349,0516-QREYC,Female,Yes,No,No,1,0,0,Mailed check,$20.30,$459.95,No,22.66,True,False,True,False,False,0,2019-09-06,$20.30,TRUE,Month-to-Month,One Line,No Internet Service,23,True,False,Phone
352,0516-WJVXC,Female,No,No,No,1,1,0,Electronic check,$54.20,$308.25,Yes,5.69,True,True,True,True,True,0,2021-02-04,$54.20,TRUE,Month-to-Month,One Line,DSL,6,False,False,Phone and Internet
353,0519-DRGTI,Female,No,Yes,Yes,1,0,0,Mailed check,$20.35,$442.60,No,21.75,True,False,True,False,False,3,2019-10-04,$20.35,TRUE,Month-to-Month,One Line,No Internet Service,22,True,False,Phone
354,0519-XUZJU,Female,No,No,No,1,2,0,Mailed check,$70.75,$70.75,Yes,1.0,True,True,True,True,True,0,2021-06-26,$70.75,TRUE,Month-to-Month,One Line,Fiber Optic,1,False,False,Phone and Internet
356,0523-VNGTF,Female,Yes,No,No,0,1,0,Electronic check,$50.50,"$2,566.30",No,50.82,True,False,False,True,False,0,2017-05-03,$50.50,TRUE,Month-to-Month,No Phone Service,DSL,51,False,True,Internet
357,0524-IAVZO,Female,No,Yes,No,2,2,0,Electronic check,$85.00,"$2,624.25",Yes,30.87,True,True,True,True,True,1,2018-12-30,$85.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,31,False,False,Phone and Internet
359,0529-ONKER,Male,Yes,No,No,2,2,0,Electronic check,$75.65,"$1,146.65",Yes,15.16,False,True,True,True,True,0,2020-04-21,$75.65,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,15,False,False,Phone and Internet
362,0531-ZZJWQ,Male,Yes,Yes,No,2,2,0,Electronic check,$74.00,"$4,052.40",No,54.76,False,False,True,True,True,1,2017-01-03,$74.00,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,55,False,False,Phone and Internet
363,0533-BNWKF,Female,Yes,Yes,No,2,2,0,Electronic check,$85.45,"$4,874.70",Yes,57.05,True,True,True,True,True,1,2016-10-25,$85.45,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,57,False,False,Phone and Internet
366,0536-BGFMZ,Female,No,Yes,No,1,0,0,Mailed check,$20.50,$563.05,No,27.47,True,False,True,False,False,1,2019-04-13,$20.50,TRUE,Month-to-Month,One Line,No Internet Service,27,True,False,Phone
368,0537-QYZZN,Male,Yes,Yes,Yes,2,2,0,Electronic check,$79.85,"$1,857.75",No,23.27,False,False,True,True,True,3,2019-08-19,$79.85,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,23,False,False,Phone and Internet
369,0541-FITGH,Female,No,Yes,No,1,1,0,Mailed check,$62.15,$113.10,No,1.82,True,False,True,True,True,1,2021-06-01,$62.15,TRUE,Month-to-Month,One Line,DSL,2,False,False,Phone and Internet
370,0547-HURJB,Male,No,No,Yes,1,0,0,Credit card (automatic),$21.05,$235.80,No,11.2,False,False,True,False,False,2,2020-08-20,$21.05,TRUE,Month-to-Month,One Line,No Internet Service,11,True,False,Phone
372,0550-DCXLH,Male,No,No,No,1,1,0,Mailed check,$73.35,$931.55,No,12.7,False,False,True,True,True,0,2020-07-05,$73.35,TRUE,Month-to-Month,One Line,DSL,13,False,False,Phone and Internet
379,0564-JJHGS,Male,No,No,No,2,2,0,Electronic check,$95.50,$829.10,Yes,8.68,False,True,True,True,True,0,2020-11-04,$95.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,9,False,False,Phone and Internet
380,0564-MUUQK,Female,No,Yes,Yes,2,2,0,Bank transfer (automatic),$95.50,"$1,916.20",No,20.06,True,False,True,True,True,3,2019-11-24,$95.50,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,20,False,False,Phone and Internet
383,0567-GGCAC,Female,No,No,No,1,1,0,Electronic check,$61.40,$438.90,No,7.15,True,False,True,True,True,0,2020-12-21,$61.40,TRUE,Month-to-Month,One Line,DSL,7,False,False,Phone and Internet
385,0568-ONFPC,Male,No,Yes,Yes,2,0,0,Bank transfer (automatic),$25.90,$135.00,Yes,5.21,False,True,True,False,False,3,2021-02-18,$25.90,TRUE,Month-to-Month,Two or More Lines,No Internet Service,5,True,False,Phone
386,0570-BFQHT,Female,No,No,No,1,2,0,Electronic check,$80.55,$653.90,No,8.12,True,False,True,True,True,0,2020-11-22,$80.55,TRUE,Month-to-Month,One Line,Fiber Optic,8,False,False,Phone and Internet
389,0576-WNXXC,Male,Yes,Yes,No,2,2,0,Electronic check,$95.55,"$2,510.20",Yes,26.27,False,True,True,True,True,1,2019-05-19,$95.55,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,26,False,False,Phone and Internet
390,0577-WHMEV,Female,No,Yes,No,2,2,0,Electronic check,$90.70,"$1,374.90",No,15.16,True,False,True,True,True,1,2020-04-21,$90.70,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,15,False,False,Phone and Internet
391,0578-SKVMF,Female,No,Yes,Yes,1,2,0,Electronic check,$83.30,"$1,845.90",Yes,22.16,True,True,True,True,True,3,2019-09-21,$83.30,TRUE,Month-to-Month,One Line,Fiber Optic,22,False,False,Phone and Internet
393,0581-BXBUB,Female,Yes,No,No,1,2,0,Electronic check,$72.75,$317.75,No,4.37,True,False,True,True,True,0,2021-03-16,$72.75,TRUE,Month-to-Month,One Line,Fiber Optic,4,False,False,Phone and Internet
394,0581-MDMPW,Female,No,No,No,2,2,0,Credit card (automatic),$88.95,"$2,072.75",No,23.3,True,False,True,True,True,0,2019-08-18,$88.95,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,23,False,False,Phone and Internet
396,0584-BJQGZ,Female,No,No,No,2,1,0,Bank transfer (automatic),$78.35,"$1,837.90",No,23.46,True,False,True,True,True,0,2019-08-13,$78.35,TRUE,Month-to-Month,Two or More Lines,DSL,23,False,False,Phone and Internet
397,0585-EGDDA,Male,No,Yes,No,1,2,0,Electronic check,$80.00,"$3,168.75",No,39.61,False,False,True,True,True,1,2018-04-09,$80.00,TRUE,Month-to-Month,One Line,Fiber Optic,40,False,False,Phone and Internet
398,0587-DMGBH,Female,No,No,No,1,1,0,Electronic check,$49.85,$365.55,Yes,7.33,True,True,True,True,True,0,2020-12-15,$49.85,TRUE,Month-to-Month,One Line,DSL,7,False,False,Phone and Internet
399,0594-UFTUL,Male,No,Yes,Yes,1,0,0,Mailed check,$19.85,$252.00,No,12.7,False,False,True,False,False,3,2020-07-05,$19.85,TRUE,Month-to-Month,One Line,No Internet Service,13,True,False,Phone
400,0595-ITUDF,Male,No,Yes,Yes,2,2,0,Electronic check,$91.80,"$5,960.50",No,64.93,False,False,True,True,True,3,2016-02-29,$91.80,TRUE,Month-to-Month,Two or More Lines,Fiber Optic,65,False,False,Phone and Internet
401,0596-BQCEQ,Female,No,Yes,Yes,1,2,0,Electronic check,$100.15,"$6,283.30",Yes,62.74,True,True,True,True,True,3,2016-05-05,$100.15,TRUE,Month-to-Month,One Line,Fiber Optic,63,False,False,Phone and Internet
